dbid,subject,experiment,session,condition,lm_scenarios,tm_scenarios,ls_n,lt_n,ts_n,tt_n,d_n,ls_t,lt_t,ts_t,tt_t,d_t,d_t_2,linear_time,triangular_time,draw_time,totalTime,LM_T_M,TM_T_M,DT_T_M,TOTAL_T_M,DIFF_T_M,linear_score,triangular_score,score_diff,time_diff,totalScore,AGE,COUNTRY,LANGUAGE,EDUCATION,MAJOR,GENDER,PREFERENCE,Rater,Graph Type,Graph Description (if other),X Axis,Y Axis,Graph Title,Data Point Labels,X Gridlines,Y Gridlines,Point Triangles,X-Axis Scale,Y-Axis Scale,Flag for Review,Points,DRAW_SCORE,ARF,Select each item that is labelled in the graph,Comments
58e45ca4d46cc6fa347e6b40,9RMN6,experiment,juliet,1,axis,longmire,5,7,4,8,2,185368,420502,193378,381328,140760,676042,605870,574706,816802,2417716,10.1,9.58,13.61,40.3,0.52,12,12,0,31164,26,22,USA,Other,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),Hazel,Triangular,,Time of Day,Duration (hours),Patient Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b37,9W7JK,reverse,juliet,1,longmire,axis,3,5,1,8,1,178536,660824,418439,566365,320900,720050,839360,984804,1040950,3320006,13.99,16.41,17.35,55.33,-2.42,8,9,1,-145444,18,21,USA,Spanish,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,time,Patient/Trial #,NA cut off,Yes,None,None,Yes,1/2 hour,Patient/Trial #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #, Trial #",
58e45ca4d46cc6fa347e6b47,C7Q4N,experiment,juliet,1,longmire,axis,3,4,2,8,1,181805,370971,220025,234185,80766,837224,552776,454210,917990,2274602,9.21,7.57,15.3,37.91,1.64,7,10,3,98566,18,19,USA,English,First,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Time,Trial No,Patient Scheduling Data,Yes,Pyramid grid,None,No,1/2 hour,Trial #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #, Trial #",
58e45ca4d46cc6fa347e6b38,DEV73,reverse,juliet,1,axis,longmire,4,9,5,9,2,168144,402121,226549,462132,135023,648899,570265,688681,783922,2494900,9.5,11.48,13.07,41.58,-1.97,13,14,1,-118416,29,22,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),Hazel,Triangular,,Time,NA cutoff,NA,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b3f,G377V,reverse,juliet,1,longmire,axis,4,8,3,7,2,153865,406791,279249,379178,110296,756719,560656,658427,867015,2521189,9.34,10.97,14.45,42.02,-1.63,12,10,-2,-97771,24,20,USA,English,Second,Math or Computer Sciences,Male,the second one (triangular),Hazel,Triangular,,Time,Duration (hours),James' Schedule,Yes,Pyramid grid,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b4d,GFLB2,reverse,juliet,1,longmire,axis,3,6,1,5,1,132713,319069,299984,349229,177510,852973,451782,649213,1030483,2490905,7.53,10.82,17.17,41.52,-3.29,9,6,-3,-197431,16,20,USA,English,Third,Social Sciences (incl. CogSci),Male,the first one (linear,Hazel,Triangular (asymmetric),,Start/End time,Trial #,Interaction Between Patient & Trial # in Hours,Yes,None,None,Yes,1/2 hour,Trial #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #, Trial #",
58e45ca4d46cc6fa347e6b36,GFNM7,experiment,juliet,1,longmire,axis,4,8,2,7,0,229869,696819,390231,411375,96728,1140003,926688,801606,1236731,3392647,15.44,13.36,20.61,56.54,2.08,12,9,-3,125082,21,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Time,Duration,NA cut off,Yes,None,Horizontal,Yes,1/2 hour,20 minutes,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",subject draws out the the entire intersecting lines to draw out triangle and horizontal y-axis lines
58e45ca4d46cc6fa347e6b3a,HO8HO,experiment,juliet,1,longmire,axis,5,6,4,6,0,198928,554063,229781,361232,297090,638257,752991,591013,935347,2755243,12.55,9.85,15.59,45.92,2.7,11,10,-1,161978,21,21,USA,Spanish,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Appointment Times,NA,Patient Scheduling Data,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b4a,KAT2Z,experiment,juliet,4,longmire,axis,5,5,2,4,0,210584,420701,206351,583291,208092,505511,631285,789642,713603,2476244,10.52,13.16,11.89,41.27,-2.64,10,6,-4,-158357,16,20,USA,English,Second,Fine Arts,Male,the first one (linear,Hazel,Triangular,,Start & End Time,Hours,NA,Yes,None,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b44,M3AYQ,experiment,juliet,4,axis,longmire,4,9,5,9,1,129734,363423,88798,376048,182197,962735,493157,464846,1144932,2499532,8.22,7.75,19.08,41.66,0.47,13,14,1,28311,28,21,Canada,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Time of Day,Duration (hours),Patient Scheduling,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b4b,NEVPT,experiment,juliet,4,axis,longmire,5,5,4,7,1,179064,381512,150986,309167,458601,304778,560576,460153,763379,2173682,9.34,7.67,12.72,36.23,1.67,10,11,1,100423,22,18,China,Mandarin or Cantonese,First,Social Sciences (incl. CogSci),Female,the second one (triangular),Hazel,Triangular,,Start/End Time,Lasting Hours,Patient Schedule,Yes,None,None,No,1 hour,1/2 hour,Yes,,0,,"Start time, End time, Duration, Patient #","Points can be read as a TM, TM asymmetrical, or TM right"
58e45ca4d46cc6fa347e6b39,O1MDT,experiment,juliet,1,axis,longmire,4,4,2,1,1,201956,283321,271308,383760,1314862,120548,485277,655068,1435410,3019869,8.09,10.92,23.92,50.33,-2.83,8,3,-5,-169791,12,25,USA,English,Other,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular (right angle),,Time,Duration (hours),NA,Yes,Pyramid grid,Horizontal,No,1/2 hour,1/2 hour,Yes,A1,1,,"Start time, End time, Duration, Patient #","subject labels x and y axes correctly, but doesn't seem to understand the y-axis duration function (ie H3 duration is 3 hours, subject plots point as 6 hours)"
58e45ca4d46cc6fa347e6b4c,OWMTU,experiment,juliet,4,axis,longmire,3,6,5,8,0,191884,400683,131897,302002,45962,586012,592567,433899,631974,2030201,9.88,7.23,10.53,33.84,2.64,9,13,4,158668,22,21,USA,English,Fourth,Biomedical & Health Sciences,Male,the second one (triangular),Hazel,Triangular,,Start & End Time,Duration,NA Cut off,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b46,QP9F4,experiment,juliet,1,longmire,axis,4,4,1,2,1,160536,427708,209748,317492,533224,297401,588244,527240,830625,2323129,9.8,8.79,13.84,38.72,1.02,8,3,-5,61004,12,21,China,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,x-axis (hour),y-axis duration,Triangular Interval Graph,Yes,None,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b3b,RQMEB,experiment,juliet,1,longmire,axis,3,7,1,0,2,175584,408531,313149,475448,119353,670308,584115,788597,789661,2672833,9.74,13.14,13.16,44.55,-3.41,10,1,-9,-204482,13,22,USA,English,Fourth,Social Sciences (incl. CogSci),Male,the first one (linear,Hazel,Triangular (right angle),,Start & End Time,Duration (in hours),James Schedule,Yes,None,None,No,1/2 hour,1/2 hour,Yes,A1,1,,"Start time, End time, Duration, Patient #","Subject drew triangle grid, but points do not intersect with correct end time"
58e45ca4d46cc6fa347e6b3e,STLX2,reverse,juliet,1,longmire,axis,4,7,4,10,1,126626,484582,224977,363836,822870,108989,611208,588813,931859,2585302,10.19,9.81,15.53,43.09,0.37,11,14,3,22395,26,20,USA,English,Second,Social Sciences (incl. CogSci),Female,the second one (triangular),Hazel,Triangular,,Time (o'clock),Duration (hr),Appointment Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b3d,VOQB1,experiment,juliet,4,longmire,axis,5,6,5,8,2,138618,444919,322659,378120,143183,490735,583537,700779,633918,2196339,9.73,11.68,10.57,36.61,-1.95,11,13,2,-117242,26,23,USA,Other,Third,Biomedical & Health Sciences,Female,the second one (triangular),Hazel,Triangular,,Start & End Time,Duration,Patient Scheduling Data,Yes,None,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b3c,YOK7W,experiment,juliet,1,axis,longmire,4,9,5,8,2,162000,388031,309255,397459,149655,858012,550031,706714,1007667,2727296,9.17,11.78,16.79,45.45,-2.61,13,13,0,-156683,28,20,China,Mandarin or Cantonese,Second,Social Sciences (incl. CogSci),Male,the second one (triangular),Hazel,Triangular,,Time of Day,Duration,Patient Scheduling,Yes,None,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",big outer triangle drawn out
58e45ca4d46cc6fa347e6b43,ZR1KM,reverse,juliet,1,longmire,axis,4,7,1,0,1,103059,296772,266306,432231,86869,361421,399831,698537,448290,1925179,6.66,11.64,7.47,32.09,-4.98,11,1,-10,-298706,13,21,USA,Mandarin or Cantonese,Fourth,Biomedical & Health Sciences,Male,the first one (linear,Hazel,Triangular (right angle),,Time,Duration (Hours),Patient Schedule,No,None,None,No,1 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration","Large outer triangle drawn, but no pyramid grid lines; data points don't seem to correlate to the large triangle either"
58e45ca4d46cc6fa347e6b48,ZRVFN,reverse,juliet,1,axis,longmire,5,10,3,8,1,127347,425079,154618,412803,81648,671040,552426,567421,752688,2199332,9.21,9.46,12.54,36.66,-0.25,15,11,-4,-14995,27,20,USA,English,Second,Social Sciences (incl. CogSci),Male,the second one (triangular),Hazel,Triangular,,Time (Start/End),Duration (hours),Patient Scheduling,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c5cd46cc6fa347e6380,0CDY7,experiment,kilo,1,longmire,axis,5,6,3,6,1,126416,336121,227191,278381,146862,546478,462537,505572,693340,2626072,7.71,8.43,11.56,43.77,-0.72,11,9,-2,-43035,21,21,China,Mandarin or Cantonese,Fourth,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular,,NA,Duration (hours),James Clinic Schedule,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",Incomplete grid pyramid lines for x-axis
58e45c5cd46cc6fa347e638b,13P8A,reverse,kilo,1,axis,longmire,4,6,5,9,2,141417,270184,143488,408931,115266,625665,411601,552419,740931,2057688,6.86,9.21,12.35,34.29,-2.35,10,14,4,-140818,26,19,USA,English,First,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,Time (1/2 hours),Patient,Patient Scheduling,Yes,None,None,Yes,1/2 hour,patient,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #",
58e45c5cd46cc6fa347e6396,220F7,experiment,kilo,1,longmire,axis,4,6,0,8,2,105831,258747,251368,389793,142568,456845,364578,641161,599413,1983799,6.08,10.69,9.99,33.06,-4.61,10,8,-2,-276583,20,18,USA,Spanish,First,Humanities,Female,the first one (linear,Evan,Triangular,,Start + End Time,Duration (Hrs),James Schedule,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c5cd46cc6fa347e637c,41M35,experiment,kilo,1,longmire,axis,5,9,1,1,2,185641,663855,403242,1205815,113099,432754,849496,1609057,545853,3344981,14.16,26.82,9.1,55.75,-12.66,14,2,-12,-759561,18,21,USA,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,Start & End Time,Duration (hours),NA CUT OFF,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c5cd46cc6fa347e6384,45B1U,experiment,kilo,4,axis,longmire,5,7,5,7,2,154085,319859,136542,505005,77657,735756,473944,641547,813413,2243420,7.9,10.69,13.56,37.39,-2.79,12,12,0,-167603,26,19,United Arab Emirates,Other,Third,Math or Computer Sciences,Female,the first one (linear,Evan,Triangular,,START & END TIME,na,CUT OFF,Yes,None,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #",
58e45c5cd46cc6fa347e637e,4GZS0,reverse,kilo,4,longmire,axis,5,4,4,7,2,127910,468169,241545,544601,223633,940562,596079,786146,1164195,3002546,9.93,13.1,19.4,50.04,-3.17,9,11,2,-190067,22,23,USA,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,NA,NA,James' Patient Schedule,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,
58e45c5cd46cc6fa347e6389,4P4ZR,reverse,kilo,1,longmire,axis,4,8,0,1,1,125567,386696,214321,312562,171826,785545,512263,526883,957371,2290033,8.54,8.78,15.96,38.17,-0.24,12,1,-11,-14620,14,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular (right angle),,Time (hours),Duration,Patient Scheduling Graph,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45c5cd46cc6fa347e638f,4S72Y,reverse,kilo,4,longmire,axis,5,8,3,9,2,98211,378950,158948,289614,137147,502802,477161,448562,639949,1883856,7.95,7.48,10.67,31.4,0.48,13,12,-1,28599,27,18,USA,English,First,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,Start + End Times,Duration (hr),CUT OFF,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c5cd46cc6fa347e6381,5AW04,experiment,kilo,4,longmire,axis,3,9,5,8,2,193291,495511,226208,354735,191465,837147,688802,580943,1028612,2675464,11.48,9.68,17.14,44.59,1.8,12,13,1,107859,27,22,USA,Spanish,Fifth,Natural Sciences,Female,the second one (triangular),Evan,Triangular,,Time of day,Duration (hrs),NA,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45c5cd46cc6fa347e6394,7UDVY,experiment,kilo,4,longmire,axis,4,9,3,7,0,132766,337178,144264,388913,164748,111306,469944,533177,276054,1625400,7.83,8.89,4.6,27.09,-1.05,13,10,-3,-63233,23,22,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Other,,NA,duration,NA,No,None,None,No,no x-axis,1/2 hour,Yes,,0,,Duration,There is no graph...
58e45c5cd46cc6fa347e6390,83WD2,experiment,kilo,1,longmire,axis,4,9,1,0,1,116961,303409,237318,320048,131706,758173,420370,557366,889879,2164700,7.01,9.29,14.83,36.08,-2.28,13,1,-12,-136996,15,21,China,Mandarin or Cantonese,Third,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular,Backwards graph?,time,time length in hours,James Schedule of Patients,Yes,Pyramid grid,None,No,1/2 hour,no y-axis scale or label,Yes,,0,,"Patient #, Trial #",The start time line that they graphed should actually be the end time line (in a perfect triangular model). It throws off the entire graph but they technically still have the right durations and 'start timesÍ plotted. They also used a slanted y-axis as well as a key for trial number
58e45c5cd46cc6fa347e638d,CMXGY,experiment,kilo,4,axis,longmire,3,5,2,9,0,155720,371870,138626,490572,197278,538755,527590,629198,736033,2185049,8.79,10.49,12.27,36.42,-1.69,8,11,3,-101608,19,21,USA,Spanish,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,TIME,Duration,NA - POSSIBLY CUT OFF,Yes,None,None,Yes,1/2 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45c5cd46cc6fa347e638c,G56GO,experiment,kilo,4,longmire,axis,4,9,5,8,2,157513,531920,200192,388854,182757,1495642,689433,589046,1678399,3190358,11.49,9.82,27.97,53.17,1.67,13,13,0,100387,28,18,USA,English,First,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,Start Time and End Time,Duration (hours),NA CUT OFF,Yes,Complete grid,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c5cd46cc6fa347e6393,GQ13P,reverse,kilo,1,longmire,axis,4,5,1,0,2,78280,288559,357386,397239,106537,491972,366839,754625,598509,2000882,6.11,12.58,9.98,33.35,-6.46,9,1,-8,-387786,12,19,USA,English,First,Fine Arts,Female,the first one (linear,Evan,Triangular,see comment,Start time End time,Duration,Patient Start Time & Duration of Graph,Yes,None,Horizontal,No,1/2 hour,1 hour,Yes,,0,,"Start time, End time, Duration, Patient #","They have all the start times correct. However the line drawn for these start times should be the line that shows the end times, which throws off the entire graph then. Not sure how to label this."
58e45c5cd46cc6fa347e638a,N7XN2,reverse,kilo,1,longmire,axis,4,7,4,5,1,139217,507482,231132,311977,156390,431875,646699,543109,588265,2200341,10.78,9.05,9.8,36.67,1.73,11,9,-2,103590,21,21,USA,English,Fourth,Biomedical & Health Sciences,Female,the second one (triangular),Evan,Triangular,,Time of Day,Patient #,Patient Scheduling Data,Yes,None,None,Yes,1/2 hour,PATIENT #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,
58e45c5cd46cc6fa347e6382,Q3T3X,experiment,kilo,1,longmire,axis,5,9,3,7,1,180863,478601,291921,298843,208930,782729,659464,590764,991659,2589673,10.99,9.85,16.53,43.16,1.15,14,10,-4,68700,25,20,USA,Mandarin or Cantonese,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,start & end time,duration (hours),Clinical Studies Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c5cd46cc6fa347e6388,QQDWJ,experiment,kilo,1,axis,longmire,5,8,4,5,0,178824,396969,216335,805649,111163,808283,575793,1021984,919446,2971188,9.6,17.03,15.32,49.52,-7.44,13,9,-4,-446191,22,21,USA,English,Third,Social Sciences (incl. CogSci),Other,the first one (linear,Evan,Triangular,,Start Time,Duration,James Patient Schedules,Yes,Pyramid grid,None,No,1 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, Duration, Patient #",The pyramid gridlines were only half way drawn!
58e45c5cd46cc6fa347e6395,R70BB,experiment,kilo,1,axis,longmire,4,6,4,9,1,327089,543862,335159,473570,817854,121913,870951,808729,939767,3146162,14.52,13.48,15.66,52.44,1.04,10,13,3,62222,24,19,China,Mandarin or Cantonese,First,Natural Sciences,Male,the second one (triangular),Evan,Triangular,,time,duration,NA,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45c5cd46cc6fa347e6387,T263H,experiment,kilo,4,longmire,axis,4,9,4,8,2,150145,369518,161814,386488,120146,719030,519663,548302,839176,2264896,8.66,9.14,13.99,37.75,-0.48,13,12,-1,-28639,27,18,USA,English,First,Humanities,Female,the second one (triangular),Evan,Triangular,,Time,Duration,Hospital Appointment Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45c5cd46cc6fa347e637f,TZF8P,reverse,kilo,1,axis,longmire,5,9,5,9,2,166548,377520,185782,300305,255645,1215357,544068,486087,1471002,2846428,9.07,8.1,24.52,47.44,0.97,14,14,0,57981,30,19,USA,English,First,Humanities,Male,the second one (triangular),Evan,Triangular,,Time,Duration,Patient Schedule,Yes,None,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45c5cd46cc6fa347e637d,UXLVN,experiment,kilo,1,longmire,axis,4,5,3,8,1,133223,422789,321157,413589,155423,1328269,556012,734746,1483692,3125846,9.27,12.25,24.73,52.1,-2.98,9,11,2,-178734,21,19,USA,English,First,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,Time,Trial #,James' Schedule,Yes,None,None,Yes,1/2 hour,Trial #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Patient #, Trial #",
58e45c5cd46cc6fa347e6391,V37VJ,reverse,kilo,1,axis,longmire,4,5,5,8,2,139800,335541,139346,403998,209894,620815,475341,543344,830709,2151051,7.92,9.06,13.85,35.85,-1.13,9,13,4,-68003,24,19,Korea,Other,First,Social Sciences (incl. CogSci),Male,the second one (triangular),Evan,Triangular,,NA,NA,Patient Schedules,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,
58e45c5cd46cc6fa347e637b,WS8KM,experiment,kilo,1,longmire,axis,5,7,2,8,1,188644,538358,273269,424650,175483,1752394,727002,697919,1927877,3647145,12.12,11.63,32.13,60.79,0.48,12,10,-2,29083,23,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,Time (start/end),Trial #,Patient Scheduling,Yes,None,None,Yes,1/2 hour,TRIAL,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #, Trial #",
58e45c5cd46cc6fa347e6385,XV5ZB,reverse,kilo,1,axis,longmire,4,6,2,2,0,162938,243100,184022,389819,143745,917402,406038,573841,1061147,2455700,6.77,9.56,17.69,40.93,-2.8,10,4,-6,-167803,14,19,USA,Spanish,Second,Fine Arts,Female,the first one (linear,Evan,Triangular (right angle),,Start time of Trial,Duration of Trial (Hrs),Patient Scheduling Data for James,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, Duration, Patient #",
58e45c5cd46cc6fa347e6392,XX3HL,reverse,kilo,1,longmire,axis,5,7,4,7,1,117052,447765,196095,280265,152519,531376,564817,476360,683895,2100668,9.41,7.94,11.4,35.01,1.47,12,11,-1,88457,24,20,USA,Spanish,Second,Engineering,Male,the second one (triangular),Evan,Triangular,,time,# of hours,Number of Hours vs. TIme,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,
58e45c5cd46cc6fa347e638e,YJN84,experiment,kilo,1,longmire,axis,5,6,5,6,1,139589,459197,195076,405041,111210,765351,598786,600117,876561,2377095,9.98,10,14.61,39.62,-0.02,11,11,0,-1331,23,18,Canada,Mandarin or Cantonese,First,Natural Sciences,Female,the first one (linear,Evan,Triangular,,Time,Duration (hours),James Schedule with Patients,Yes,Pyramid grid,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45c5cd46cc6fa347e6383,YNWL4,reverse,kilo,4,axis,longmire,4,8,3,9,2,191285,421053,187092,410753,122940,764273,612338,597845,887213,2479884,10.21,9.96,14.79,41.33,0.24,12,12,0,14493,26,20,China,Mandarin or Cantonese,Second,Social Sciences (incl. CogSci),Male,the second one (triangular),Evan,Triangular,,time,duration (hrs),NA CUT OFF,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45c2bd46cc6fa347e5afe,29438,experiment,lima,3,longmire,axis,4,5,0,0,1,137919,327646,209482,339942,455864,267231,465565,549424,723095,2723828,7.76,9.16,12.05,45.4,-1.4,9,0,-9,-83859,10,18,Nepal ,Other,Second,Biomedical & Health Sciences,Female,the first one (linear,Hazel,Triangular (right angle),,Time of Start/End (hrs),# of Hours/Duration (hrs),Time it takes to complete a task when started at a set time,Yes,None,None,No,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5afa,0MQD4,reverse,lima,1,axis,longmire,4,7,5,9,1,164208,325041,97042,428964,133941,371166,489249,526006,505107,1804001,8.15,8.77,8.42,30.07,-0.61,11,14,3,-36757,26,19,USA,English,Second,Biomedical & Health Sciences,Male,the second one (triangular),Hazel,Triangular,,Time of Day,Duration (hr),Patient Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5af3,0R4YC,experiment,lima,1,axis,longmire,5,10,4,9,2,151050,369462,127889,381998,432462,408778,520512,509887,841240,2207844,8.68,8.5,14.02,36.8,0.18,15,13,-2,10625,30,20,Mexico,Spanish,Third,Natural Sciences,Male,the second one (triangular),Hazel,Triangular,,Start & End Times,Duration (hrs),NA cut off,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",drew out 3 faint outlines of the larger pyramid
58e45c2bd46cc6fa347e5ae7,0Z1HR,reverse,lima,1,longmire,axis,4,8,2,8,2,197157,557402,330665,563864,214079,850793,754559,894529,1064872,3025124,12.58,14.91,17.75,50.42,-2.33,12,10,-2,-139970,24,18,USA,English,First,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Start & End Time,Time Duration (hrs),Patient Scheduling,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,
